volume,price,datetime
38301.72214,444.85,2014-04-03 16:51:26
11369.94055,493.337,2014-04-02 10:18:03
19163.92329,470.19,2014-04-01 04:49:20
33257.2552,436.039,2014-04-02 20:28:57
23574.25449,463.679,2014-03-30 23:42:11
33560.15949,416.31,2014-04-03 02:29:30
35403.22361,419.7,2014-04-03 07:05:00
14733.38974,456.6,2014-04-02 15:28:28
26112.46522,458.964,2014-03-31 21:23:47
21889.45119,470.186,2014-03-31 00:32:15
19379.40318,442.951,2014-04-04 08:31:09
16461.70445,486.659,2014-04-01 18:41:48
31739.13011,429.01,2014-04-03 00:24:19
12805.7511,485.686,2014-04-02 08:37:56
20193.21335,439.4,2014-04-04 02:05:27
37616.52192,454.999,2014-03-31 12:08:04
32232.76703,430.181,2014-04-02 22:44:09
32490.63169,468.999,2014-03-31 16:08:22
34483.5244,428.894,2014-04-03 04:04:41
16382.53259,488.579,2014-04-01 13:34:58
37293.26501,454.175,2014-03-31 08:42:48
16398.53781,452.99,2014-04-04 12:31:41
19742.99204,433.0,2014-04-02 17:38:38
17079.26665,487.858,2014-04-01 21:52:04
12370.70157,481.0,2014-04-01 08:04:35
38466.14195,418.1,2014-04-03 08:55:09
37326.46788,452.811,2014-03-31 08:17:47
11142.81216,490.422,2014-04-02 11:03:06
16754.88267,489.922,2014-04-01 10:09:42
37612.39424,432.117,2014-04-03 10:25:18
16405.2967,446.272,2014-04-04 13:21:46
37545.04087,450.172,2014-03-31 12:03:04
16672.85893,483.949,2014-04-01 15:25:07
26012.2997,466.5,2014-04-01 02:34:11
22118.72337,444.44,2014-04-03 22:43:43
35792.64182,452.25,2014-03-31 05:47:36
15160.41732,478.301,2014-04-02 04:37:40
35197.22289,443.322,2014-04-03 17:41:32
11835.3795,469.835,2014-04-01 06:09:27
15302.38496,482.0,2014-04-02 04:22:40
17113.12932,442.879,2014-04-04 14:11:51
33984.2115,455.108,2014-03-31 05:32:37
34832.21221,443.4,2014-04-03 17:46:32
16847.80798,486.0,2014-04-01 11:04:48
36805.33722,414.699,2014-04-03 07:35:02
16651.57355,487.998,2014-04-01 18:01:46
33054.87081,461.104,2014-03-31 15:08:18
16468.81793,443.9,2014-04-04 15:47:03
11590.77837,490.0,2014-04-02 09:43:00
37437.50698,448.497,2014-03-31 10:07:55
14113.20251,446.5,2014-04-04 16:47:10
39256.09511,427.278,2014-04-03 14:05:43
12545.60371,485.0,2014-04-01 07:19:32
21876.01262,445.313,2014-04-03 23:08:45
16647.79756,487.305,2014-04-01 21:07:01
37424.31327,449.998,2014-03-31 10:02:54
17303.85885,446.72,2014-04-04 10:56:22
11853.3633,479.82,2014-04-01 06:54:30
26905.14559,465.5,2014-04-01 00:59:05
36950.16904,429.664,2014-04-03 15:10:50
15134.89298,480.998,2014-04-02 05:22:43
21595.01053,446.398,2014-04-04 00:03:52
33271.44576,461.0,2014-03-31 14:58:17
11676.2622,471.0,2014-04-01 06:24:28
16592.01212,453.672,2014-04-04 12:11:31
12433.82139,487.0,2014-04-02 09:07:59
16905.96802,490.055,2014-04-01 12:04:51
39663.93002,435.0,2014-04-03 12:40:35
15864.65642,452.333,2014-04-02 16:33:34
15744.3332,485.0,2014-04-02 02:37:33
37358.18902,449.572,2014-03-31 09:57:54
17910.34036,447.741,2014-04-04 10:31:19
23824.97976,471.995,2014-04-01 04:24:19
18815.08047,439.45,2014-04-04 09:56:17
15788.63504,484.663,2014-04-02 02:12:31
38355.32444,418.001,2014-04-03 09:00:09
37537.36458,458.704,2014-03-31 12:18:05
36903.60543,440.999,2014-04-03 15:56:20
26463.449,467.29,2014-04-01 01:29:06
18984.78772,441.5,2014-04-04 09:31:15
36842.82051,450.439,2014-03-31 06:22:38
15790.63025,484.398,2014-04-02 01:37:29
29634.81204,440.154,2014-04-02 19:38:52
16391.4828,483.5,2014-04-01 14:05:00
37503.79762,458.0,2014-03-31 12:23:06
39500.17475,434.879,2014-04-03 11:30:23
22563.13542,445.0,2014-04-03 21:33:34
14902.09256,467.99,2014-04-01 05:24:24
33411.62765,461.0,2014-03-31 14:53:17
12390.18439,488.89,2014-04-02 09:02:59
15748.40095,457.169,2014-04-02 16:13:31
17271.61086,449.395,2014-04-04 11:06:23
27444.38083,456.0,2014-03-31 20:38:44
24175.33864,461.854,2014-03-31 23:58:59
38575.90934,428.7,2014-04-03 14:35:46
16559.65066,480.0,2014-04-02 00:47:24
22273.34672,483.17,2014-03-31 03:42:29
19385.95181,432.0,2014-04-04 05:25:49
12998.33329,464.27,2014-04-02 14:28:22
16355.46348,488.49,2014-04-01 19:21:52
12082.23167,471.7,2014-04-01 06:04:26
34946.54463,424.68,2014-04-03 05:44:52
22261.7265,485.07,2014-03-31 03:22:27
14787.15995,480.1,2014-04-02 06:47:49
25603.87434,458.639,2014-04-01 00:29:02
37777.77907,418.031,2014-04-03 07:50:04
19481.62587,442.9,2014-04-04 08:21:08
30677.07754,455.002,2014-03-31 05:02:33
16746.70272,483.3,2014-04-01 12:29:54
23425.45004,459.79,2014-03-31 22:43:54
11246.54762,492.105,2014-04-02 11:38:10
39645.67089,431.722,2014-04-03 13:15:38
21897.50901,480.0,2014-03-31 01:47:22
15781.23051,485.6,2014-04-02 01:57:29
39698.2867,433.787,2014-04-03 12:05:31
24053.45007,457.076,2014-03-31 23:43:59
17196.30563,449.99,2014-04-04 11:01:23
21790.50848,444.17,2014-04-03 23:33:49
18858.02187,481.5,2014-04-01 23:27:17
22460.34746,436.4,2014-04-04 06:50:58
21884.4628,479.976,2014-03-31 01:37:19
39615.8536,429.277,2014-04-03 11:45:26
14306.44556,469.0,2014-04-01 05:34:25
35081.09137,423.999,2014-04-03 06:09:55
16658.13741,493.0,2014-04-01 16:15:10
37289.8605,455.546,2014-03-31 08:27:47
22466.59835,434.018,2014-04-04 06:55:59
15732.34808,483.0,2014-04-02 02:52:34
32792.52381,459.0,2014-03-31 05:17:36
21050.47917,440.5,2014-04-04 07:31:03
39006.05457,431.999,2014-04-03 11:05:22
26056.64715,472.076,2014-04-01 03:44:17
37555.5778,429.705,2014-04-03 14:55:49
16434.68331,488.0,2014-04-01 13:29:57
33887.03338,457.899,2014-03-31 05:27:36
19125.87264,441.999,2014-04-04 08:56:11
21965.30916,447.879,2014-04-03 22:53:44
25909.6117,468.889,2014-04-01 03:24:16
28496.23229,456.569,2014-03-31 18:43:14
13134.59445,465.9,2014-04-02 14:33:23
37694.13178,415.001,2014-04-03 07:55:04
18403.12659,478.79,2014-04-01 22:52:15
36012.89758,441.5,2014-04-03 17:26:29
16860.61061,452.87,2014-04-04 11:21:25
37802.65286,456.14,2014-03-31 07:32:43
24007.82336,460.676,2014-03-31 23:33:59
19153.99443,441.301,2014-04-04 08:46:10
13809.389,482.809,2014-04-02 07:17:51
37316.98936,450.001,2014-03-31 09:47:54
12428.92571,481.14,2014-04-01 07:49:33
38263.15448,419.0,2014-04-03 09:05:10
15544.51481,482.0,2014-04-02 03:42:38
17187.74116,492.0,2014-04-01 22:12:07
28449.10761,461.999,2014-03-31 04:42:32
20061.76152,445.378,2014-04-04 07:51:06
24419.37058,457.8,2014-03-31 22:03:50
15879.16777,452.897,2014-04-02 16:08:31
19750.04459,424.352,2014-04-04 05:45:51
15782.86514,480.0,2014-04-02 00:57:24
34903.45169,429.005,2014-04-03 04:19:43
36025.13583,450.546,2014-03-31 05:52:37
15823.5448,449.582,2014-04-02 16:03:29
37473.47399,437.799,2014-04-03 10:20:17
28757.56848,459.9,2014-03-31 18:23:32
22428.47858,440.94,2014-04-04 07:16:03
22215.43412,482.657,2014-03-31 02:17:22
17066.27268,486.92,2014-04-01 21:37:03
20020.73014,447.0,2014-04-04 07:56:05
22491.77638,442.256,2014-04-03 21:48:35
11246.86904,492.0,2014-04-02 12:18:13
16341.09891,489.681,2014-04-01 09:54:42
23996.13858,469.0,2014-03-31 04:17:31
35437.32106,419.0,2014-04-03 07:10:00
36971.27268,434.898,2014-04-03 15:25:51
26107.49911,465.41,2014-04-01 00:44:03
37534.41975,453.338,2014-03-31 10:22:58
14540.28892,447.147,2014-04-04 16:32:07
18554.61085,479.905,2014-04-02 00:02:22
11857.43316,482.2,2014-04-02 12:48:15
19131.23827,442.0,2014-04-04 08:51:10
28539.14834,458.997,2014-03-31 18:38:34
33160.5905,422.952,2014-04-03 01:24:23
24793.14828,455.508,2014-03-31 21:58:50
37899.06148,432.49,2014-04-03 10:35:19
16362.53327,489.99,2014-04-01 19:56:54
37507.11692,452.011,2014-03-31 10:47:59
15720.78558,445.09,2014-04-04 16:12:05
